node_id,road,house_number,neighborhood,suburb
11795252747,Viale Roberto Pisano,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795252748,Viale Roberto Pisano,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795252755,Viale Roberto Pisano,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795252757,Viale Roberto Pisano,9,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795252762,Via Vincenzo Viviani,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795253878,Piazza dei Bersaglieri,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795253909,Via Andrea Vesalio,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795253923,Via Andrea Vesalio,20,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11795260379,Via Andrea Vesalio,12,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11795260380,Via Andrea Vesalio,18d,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11795260382,Via Andrea Vesalio,,,Quartiere Europeo
11795260384,Via Andrea Vesalio,7,,Quartiere Europeo
11795260386,Via Andrea Vesalio,17,,Quartiere Europeo
11795260387,Via Andrea Vesalio,28,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11795260388,Via Andrea Vesalio,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795260410,Via del Risorgimento,,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11795260411,Via del Risorgimento,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11795260419,Via Talete,,,Quartiere Europeo
11795260422,Via Flavio Gioia,,,CEP
11795260437,Via Evangelista Torricelli,4,,CEP
11795264483,Via Baldassarre Castiglione,76,,Sant'Alenixedda
11795264486,Via Baldassarre Castiglione,21,,Fonsarda
11795264487,Via Baldassarre Castiglione,21,,Fonsarda
11795264504,Via Baldassarre Castiglione,108,,Sant'Alenixedda
11795264505,Via Baldassarre Castiglione,53,,Fonsarda
11795264506,Via Baldassarre Castiglione,,,Sant'Alenixedda
11795264511,Via Baldassarre Castiglione,107,,Fonsarda
11795264512,Via Baldassarre Castiglione,107,,Fonsarda
11795264513,Via Baldassarre Castiglione,107,,Fonsarda
11795264518,Via Flavio Gioia,2a,,CEP
11795264520,Via Flavio Gioia,2a,,CEP
11795264526,Via Flavio Gioia,117,,CEP
11795264529,Via Flavio Gioia,121,,CEP
11795264531,Via Flavio Gioia,,,CEP
11795420518,Via Ghibli,7,,Quartiere del Sole
11795420520,Via Borea,,,Quartiere del Sole
11795420525,Via Borea,8,,Quartiere del Sole
11795420526,Via Ghibli,12,,Quartiere del Sole
11795420527,Via Borea,,,Quartiere del Sole
11795420536,Via della Fauna,,,Poetto-Medau su Cramu
11795420550,Via del Sale,3,,Poetto-Medau su Cramu
11795420553,Via del Sale,3,,Poetto-Medau su Cramu
11795420555,Via del Sale,3,,Poetto-Medau su Cramu
11795423197,Via Lungo Saline,,,Poetto-Medau su Cramu
11795423198,Via Lungo Saline,23,,Poetto-Medau su Cramu
11795423199,Via Lungo Saline,,,Poetto-Medau su Cramu
11795423200,Via Lungo Saline,23,,Poetto-Medau su Cramu
11802276854,Via delle Rane,44,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11803456658,Via Procida,7,,Quartiere del Sole
11803456666,Viale Poetto,74,,Quartiere del Sole
11803456667,Via del Pozzetto,,,Quartiere del Sole
11803457973,Via Procida,,,Quartiere del Sole
11803457977,Via Procida,12,,Quartiere del Sole
11803457983,Via del Pozzetto,9,,Quartiere del Sole
11803457992,Viale Poetto,112,,Quartiere del Sole
11803457999,Viale Poetto,110,,Quartiere del Sole
11803458012,Via John Davison Rockefeller,,,Bonaria
11803458030,Percorso ciclopedonale Via del Sale,,,Bonaria
11803458039,,,,Bonaria
11803458042,Viale Cimitero,27,,Bonaria
11803458052,Via della Fauna,9,,Poetto-Medau su Cramu
11803458060,Via Is Arenas,2,,Poetto-Medau su Cramu
11803458073,Via Siracusa,7,,Bonaria
11803458076,Viale Armando Diaz,,,Bonaria
11803458080,Via Catania,4,,Bonaria
11803458082,Via Catania,4,,Bonaria
11803458087,Via della Pineta,172,,Monte Mixi
11803458088,Via della Pineta,172,,Monte Mixi
11803466091,Via Gerolamo Fracastoro,33,,Monte Mixi
11803466100,Via Alexander Fleming,18,,Monte Mixi
11803466101,Via Alexander Fleming,18,,Monte Mixi
11803466103,Via Alexander Fleming,18,,Monte Mixi
11803466104,Via Alexander Fleming,18,,Monte Mixi
11803466116,Via Gerolamo Fracastoro,25,,Monte Mixi
11803466117,Via Gerolamo Fracastoro,,,Monte Mixi
11803466118,Via Gerolamo Fracastoro,33,,Monte Mixi
11803466119,Via Gerolamo Fracastoro,25,,Monte Mixi
11803466123,Via Gerolamo Fracastoro,,,Monte Mixi
11803466124,Via Gerolamo Fracastoro,,,Monte Mixi
11803466128,Via Gerolamo Fracastoro,,,Monte Mixi
11803466129,Via Gerolamo Fracastoro,,,Monte Mixi
11803466138,Via Alexander Fleming,18,,Monte Mixi
11803466139,Via Gerolamo Fracastoro,,,Monte Mixi
11803466140,Via Gerolamo Fracastoro,,,Monte Mixi
11803466148,Via dell'Abbazia,,,Genneruxi
11804795975,Via Ubaldo Badas,1,,Castedd'e susu/Castello
11804795978,Largo Giuseppe Dess?,,,Castedd'e susu/Castello
11804795993,Via Ubaldo Badas,,,Castedd'e susu/Castello
11804796014,Viale Regina Elena,36a,,Castedd'e susu/Castello
11804796022,Viale Enrico Endrich,,,Biddanoa/Villanova
11804796026,Via San Saturnino,,,Biddanoa/Villanova
11804796027,Viale Enrico Endrich,,,Biddanoa/Villanova
11804796028,Via San Saturnino,54,,Biddanoa/Villanova
11804796029,Via San Saturnino,54,,Biddanoa/Villanova
11805208690,Via San Saturnino,54a,,La Vega
11805208697,Via San Saturnino,54b,,La Vega
11805208700,Viale San Vincenzo,,,La Vega
11805208701,Via San Saturnino,56,,La Vega
11805208702,Viale San Vincenzo,,,La Vega
11810274660,Piazza Giovanni Ventitreesimo,,,Sant'Alenixedda
11810274664,Via Cernaia,2,Monteleone - Santa Rosalia,Municipalidadi de Pirri/Municipalit? di Pirri
11810296248,Via Andr? Marie Ampere,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11810296268,Via Andr? Marie Ampere,,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11810296276,Via Leandro Corona,24,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11810296277,Via Leandro Corona,24,Terram?ini - Is Bingias,Municipalidadi de Pirri/Municipalit? di Pirri
11811197851,Via San Giovanni,424,,Biddanoa/Villanova
11811197853,Via Giardini,,,Biddanoa/Villanova
11811197854,Via San Giovanni,424,,Biddanoa/Villanova
11818999910,Via Isola Pantelleria,12,,Quartiere del Sole
11818999914,Via Isola Pantelleria,12,,Quartiere del Sole
11818999915,Via Isola Pantelleria,12,,Quartiere del Sole
11818999916,Via Isola Gallinara,2a,,Quartiere del Sole
11818999923,Via Isola Gallinara,2c,,Quartiere del Sole
11818999924,Via Isola Gallinara,2a,,Quartiere del Sole
11818999963,Via La Palma,9,,La Palma
11818999965,Via La Palma,,,La Palma
11818999966,Via La Palma,,,La Palma
11818999967,Via La Palma,,,La Palma
11818999968,Via La Palma,,,La Palma
11819306970,Via La Palma,,,La Palma
11819306971,Via La Palma,,,La Palma
11819306972,Via La Palma,,,La Palma
11819306973,Via La Palma,,,La Palma
11819306974,Via La Palma,,,La Palma
11819306975,Via La Palma,,,La Palma
11819306976,Via La Palma,,,La Palma
11819306987,Via Sigmund Freud,1,,Monte Mixi
11819306989,Via Sigmund Freud,1,,Monte Mixi
11819306990,Via Sigmund Freud,,,Monte Mixi
11819306991,Via Sigmund Freud,1,,Monte Mixi
11819306992,Via Charles Darwin,5,,Monte Mixi
11819306993,Via Charles Darwin,,,Monte Mixi
11819306996,Via Charles Darwin,,,Monte Mixi
